analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y
167,667,49.4007704692,12.3206377018,1.5852107419,9.5779068682
168,668,49.4884163742,12.4082836067,3.9822262554,0.2184277827
169,669,49.4990192779,12.4188865105,2.3613566728,0.9760183587
170,670,49.5225346060,12.4424018386,3.5669588850,7.8493326631
171,671,49.5674518191,12.4873190516,3.9961522322,4.8314378604
172,672,49.6013069747,12.5211742073,1.6193783174,0.8780114354
173,673,49.6049315917,12.5247988242,6.9040752958,5.2431773833
174,674,49.6085446442,12.5284118768,2.7252563731,8.0154615677
175,675,49.6673355747,12.5872028073,1.6821174720,8.2065577470
176,676,49.6995638395,12.6194310720,3.5168819458,9.1807080946
177,677,49.8475275160,12.7673947486,6.5281318291,4.1601675949
178,678,49.8672195018,12.7870867344,3.3743393608,8.1492017068
179,679,49.8745735398,12.7944407724,0.5683152658,4.2079918192
180,680,49.9246792234,12.8445464560,0.2495493720,9.0845454885
181,681,49.9826899926,12.9025572252,6.9856653506,7.5595279816
182,682,50.0822248169,13.0020920495,0.9805156731,8.4886152803
183,683,50.1059360920,13.0258033245,0.7611013329,0.8784032960
184,684,50.1795515285,13.0994187611,0.3639468271,7.2706091120
185,685,50.4168578988,13.3367251314,3.1945826547,5.1065637806
186,686,50.5864247072,13.5062919397,2.2933852679,7.3977561982
187,687,50.6154543907,13.5353216233,6.3761258317,8.8292408347
188,688,50.7878743581,13.7077415907,1.1215693055,1.9700036141
189,689,50.8052669507,13.7251341832,4.3843682202,5.5372656402
190,690,50.8459737674,13.7658410000,6.1420410621,1.4702377770
191,691,50.9556283285,13.8754955611,4.7609522885,0.6314578115
192,692,50.9790212564,13.8988884890,1.4302579411,8.6410682641
193,693,51.0040278863,13.9238951189,0.1353807940,5.9087133907
194,694,51.0272044616,13.9470716941,0.9205925416,8.8989945386
195,695,51.0313435656,13.9512107982,8.5862921002,8.5605963942
196,696,51.1054619406,14.0253291732,3.7193796685,2.9147622663
197,697,51.1062221368,14.0260893694,4.8866391014,1.4161970029
198,698,51.1292641388,14.0491313714,1.2942666682,0.1654474576
199,699,51.2717535821,14.1916208147,2.4236944340,2.2546086380
200,700,51.3392374552,14.2591046878,4.2937494804,0.3430632598
