analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y
149,649,95.7530587174,32.3856123853,4.1804603254,2.8655474729
150,650,95.9424667728,32.5750204407,7.0658642625,3.4615404721
151,651,96.0339320447,32.6664857127,9.6306649256,9.5666476428
152,652,96.3156809733,32.9482346412,9.2485089396,8.4404419905
153,653,96.6946310061,33.3271846740,9.1754599863,7.5098884228
154,654,96.9997551087,33.6323087766,6.9208052091,9.5204430613
155,655,97.2120251109,33.8445787788,9.6667244405,8.1492357654
156,656,97.2335842448,33.8661379128,1.9363438255,2.4926373017
157,657,97.4733670994,34.1059207673,2.1926283573,6.4047128974
158,658,97.4982115660,34.1307652339,7.6998134628,7.1516328758
159,659,97.5046125760,34.1371662440,3.8012628854,3.1042964795
160,660,97.8156609492,34.4482146172,2.4507989528,3.4343392031
161,661,97.8805892194,34.5131428874,5.4139041872,2.5919441389
162,662,97.9044239463,34.5369776142,2.5230765455,1.6499796273
163,663,98.3732451907,35.0057988587,7.2197815624,7.3440417031
164,664,98.4776117534,35.1101654213,4.9590547715,2.5148480965
165,665,98.7898766911,35.4224303591,6.3302217076,1.6431771009
166,666,98.8225786253,35.4551322932,5.0944899210,6.0047562741
167,667,99.0064710216,35.6390246895,9.0708517355,8.9794792770
168,668,99.0742028772,35.7067565451,9.5598113000,8.3053705439
169,669,99.2218235006,35.8543771686,9.2668232332,7.3936153098
170,670,99.3666492469,35.9992029149,6.2251490183,3.7067662975
171,671,99.4426268436,36.0751805115,8.7044823121,7.9524371011
172,672,100.2799252476,36.9124789155,5.8263819954,1.7818955155
173,673,100.4053341096,37.0378877775,7.7886142484,5.5548061294
174,674,100.7910657280,37.4236193959,3.3773761703,8.8962041448
175,675,100.7981042173,37.4306578853,5.3392168711,2.5921719292
176,676,101.0317855507,37.6643392186,1.8805096557,9.3105133631
177,677,101.2230750677,37.8556287356,6.9616115890,3.3549907159
178,678,101.2600776921,37.8926313600,9.2352293092,0.8247332923
179,679,101.3050063881,37.9375600561,1.0331551876,3.8475460632
180,680,101.5674216921,38.1999753600,2.6629736160,9.9370465527
181,681,101.6078695707,38.2404232386,1.4229041096,4.0905836018
182,682,101.7050838538,38.3376375217,7.7004272435,7.3125434523
183,683,101.7958646762,38.4284183441,2.6301168779,3.2406395127
184,684,101.8306800030,38.4632336710,6.5509161631,1.9731562298
185,685,101.8797496735,38.5123033414,8.9203819615,0.7438092227
186,686,101.9771476043,38.6097012722,5.3207971567,0.6850029910
187,687,102.1243861726,38.7569398406,6.3723488830,8.1355751295
188,688,102.2147348085,38.8472884765,1.5751311699,3.3830713164
189,689,102.3838671597,39.0164208277,4.1486321347,7.8459112257
190,690,102.4279867567,39.0605404247,5.2548126233,6.2590357522
191,691,102.5025569653,39.1351106332,0.2501473806,3.5217310339
192,692,103.0309347124,39.6634883803,7.1333179460,2.4909901519
193,693,103.3745666442,40.0071203121,8.9889038875,3.6955892357
194,694,103.4657220680,40.0982757359,5.6181747823,7.3636191882
195,695,103.4803490739,40.1129027418,4.5718301442,1.8439553443
196,696,103.6420464321,40.2746001001,7.8712835011,4.6430523249
197,697,103.7333480090,40.3659016770,6.2566540776,6.5189006246
198,698,103.7408168919,40.3733705598,8.1181941954,8.7749619334
199,699,103.8922486593,40.5248023272,2.6990216535,5.1873792483
200,700,104.1138679665,40.7464216345,8.0940772205,4.5207233479
