analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y
159,659,62.8325437313,13.6278883982,8.4608887809,2.2971839554
160,660,62.9522115514,13.7475562182,3.1331829024,8.9955955881
161,661,63.0566821102,13.8520267771,5.1527442479,3.7306881021
162,662,63.1011086273,13.8964532942,9.5128778218,8.1848553222
163,663,63.1720663212,13.9674109881,7.6181415411,5.8349728645
164,664,63.1845660432,13.9799107100,7.4189799933,5.1418614584
165,665,63.3241523574,14.1194970242,6.3297233702,8.1858562184
166,666,63.3735709555,14.1689156224,1.9439455410,9.8110491411
167,667,63.3969806741,14.1923253410,3.0487884756,6.4332060023
168,668,63.4868621134,14.2822067803,2.3300079565,0.9088180158
169,669,63.4987106548,14.2940553217,3.4179437560,0.4000453153
170,670,63.6390930060,14.4344376729,5.2381566442,5.7757513130
171,671,63.7028373591,14.4981820260,9.4488074904,1.6788954669
172,672,63.8917372754,14.6870819423,0.4557410190,1.4961828611
173,673,63.9015079602,14.6968526271,6.5269428660,5.3232239313
174,674,64.1003164675,14.8956611344,3.8543383563,7.4712521359
175,675,64.1829925124,14.9783371792,3.2297845954,4.3257206773
176,676,64.2022568571,14.9976015240,9.5660881872,2.6017962739
177,677,64.6727870057,15.4681316726,3.7060523999,8.2820096728
178,678,65.4108892214,16.2062338883,9.6793561132,1.0481892151
179,679,65.4527306548,16.2480753217,3.3036431568,6.4065419330
180,680,65.4586252772,16.2539699441,4.0451951009,4.3369627801
181,681,65.8438507468,16.6391954137,3.5024068263,4.8379105945
182,682,65.9867435608,16.7820882277,2.7318141136,5.3983139542
183,683,66.0542027965,16.8495474634,0.2147100998,9.1526573928
184,684,66.2192065490,17.0145512159,5.3244759291,2.1999041710
185,685,66.2890986924,17.0844433593,2.9974928295,3.5766695411
186,686,66.3164359266,17.1117805935,3.9228645621,1.7803712245
187,687,66.4424884922,17.2378331591,2.9698616982,2.8995147699
188,688,66.4636642208,17.2590088877,1.9465184864,2.8558712022
189,689,66.5435800738,17.3389247407,5.7249093743,1.7314035576
190,690,66.7790059380,17.5743506049,2.5332804122,2.3249998491
191,691,66.9341788501,17.7295235170,5.1127182976,1.1344114961
192,692,66.9562407270,17.7515853939,4.2378307019,0.1177833150
193,693,67.2301616454,18.0255063122,3.5246565210,4.5415245187
194,694,67.4815003012,18.2768449681,6.9353820169,2.3518483302
195,695,67.5199947133,18.3153393802,3.7462290947,2.7528441894
196,696,67.8834521219,18.6787967888,4.5506192671,6.5806692723
197,697,68.1436074664,18.9389521333,7.5215281321,0.9025228731
198,698,68.5701446021,19.3654892690,1.1072885281,8.6623573157
199,699,68.8472311265,19.6425757934,5.2353262935,7.4839634102
200,700,68.9073488296,19.7026934965,1.8853147942,7.8558127164
