analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y,in_T_zone
640,1140,19.6355729575,10.4798124684,0.5299463586,5.8684313889,1
641,1141,19.6435072635,10.4877467744,0.8268958542,5.1292878914,1
642,1142,19.6565049188,10.5007444297,1.1286296624,6.8571485845,0
643,1143,19.6592325951,10.5034721060,1.7192992251,1.1362524903,0
644,1144,19.6843410980,10.5285806089,8.3288495908,3.9128074498,0
645,1145,19.7000707782,10.5443102891,7.3117046172,7.8410091848,0
646,1146,19.7112736730,10.5555131838,1.0549058155,8.4910831594,0
647,1147,19.7164824192,10.5607219301,2.6336414359,3.0193003408,0
648,1148,19.7232176576,10.5674571685,1.5074441330,5.7752126639,1
649,1149,19.7320820795,10.5763215904,4.8733645339,6.7143167608,1
650,1150,19.7376699287,10.5819094395,8.7095704179,6.3043605228,0
651,1151,19.7459869952,10.5902265060,9.9369208242,6.2768649280,0
652,1152,19.7492374926,10.5934770035,1.9630641061,6.0313402415,1
653,1153,19.7502010634,10.5944405743,3.3844111740,4.7295210732,1
654,1154,19.7983437765,10.6425832874,8.6732599110,4.9915850426,0
655,1155,19.8039707774,10.6482102882,7.5642407984,7.3938336397,0
656,1156,19.8198320802,10.6640715911,1.8630284768,5.5437816654,1
657,1157,19.8411264707,10.6853659816,8.0633410673,9.0690873308,0
658,1158,19.8589545702,10.7031940811,2.5523878094,9.9771197255,0
659,1159,19.8836517880,10.7278912989,8.4830753293,7.3103220213,0
660,1160,19.8944027647,10.7386422755,5.9886281470,7.9298684099,1
661,1161,19.8973847542,10.7416242651,0.5487449502,6.4240774995,1
662,1162,19.9004063455,10.7446458563,3.0777513178,5.8702492061,1
663,1163,19.9170998537,10.7613393646,8.1879313867,8.0778895537,0
664,1164,19.9171324062,10.7613719171,5.6759572980,4.3527495196,1
665,1165,19.9407157691,10.7849552799,9.2386345670,7.5055690267,0
666,1166,19.9477350940,10.7919746049,8.7297566968,1.2394611443,0
667,1167,19.9593939233,10.8036334341,4.1050699213,1.9069031087,1
668,1168,19.9662765063,10.8105160172,8.8751731850,6.1830214439,0
669,1169,20.0181073901,10.8623469010,7.3495194308,7.3311222552,0
670,1170,20.0239066958,10.8681462067,3.1788163985,9.1515919690,0
671,1171,20.0335733233,10.8778128342,4.4077057549,6.8794833373,1
672,1172,20.0405901830,10.8848296938,3.0422673402,8.4815427818,0
673,1173,20.0928023010,10.9370418119,1.5236726526,7.8428061741,0
674,1174,20.1024890436,10.9467285545,2.1132808691,0.0208679553,0
675,1175,20.1186301286,10.9628696395,8.4369646004,2.7234322531,0
676,1176,20.1217515840,10.9659910948,7.9848882375,3.7850745451,0
677,1177,20.1276209667,10.9718604776,0.8898067506,2.5589324046,0
678,1178,20.1291443009,10.9733838118,2.4169010689,9.4615602901,0
679,1179,20.1523071252,10.9965466361,9.6889526561,8.0361382297,0
680,1180,20.1634666597,11.0077061706,6.7258906949,0.3428171194,0
681,1181,20.1645319303,11.0087714412,9.6170491078,4.9697474591,0
682,1182,20.1855452903,11.0297848012,6.3656650944,5.9758218449,1
683,1183,20.2003700597,11.0446095706,3.1221937225,5.1575605304,1
684,1184,20.2100520886,11.0542915994,2.9170098885,8.6513810729,0
685,1185,20.2284477275,11.0726872384,1.4870692935,5.8862228885,1
686,1186,20.2575237601,11.1017632710,6.5630388158,0.5019026736,1
687,1187,20.2636748971,11.1079144080,8.9764647520,2.0413451807,0
