analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y,in_T_zone
749,1249,62.5557879603,37.1940836287,7.7604804620,7.1247578207,0
750,1250,62.5609460229,37.1992416914,5.9568472665,8.8494186281,1
751,1251,62.5928445173,37.2311401857,8.9998705397,5.7292847513,0
752,1252,62.6250240659,37.2633197343,5.5696889047,7.4670772068,1
753,1253,62.7408828274,37.3791784959,2.5616498586,8.2226965914,0
754,1254,62.7703669742,37.4086626426,3.6801644212,9.1769255237,1
755,1255,62.7964211614,37.4347168298,2.8430507825,9.8588681051,0
756,1256,62.8918604052,37.5301560737,7.8186375521,7.7662456100,0
757,1257,62.9549610705,37.5932567390,9.9700156759,6.4351043574,0
758,1258,63.1215513088,37.7598469772,4.2487511204,9.1209204920,1
759,1259,63.1805197413,37.8188154098,0.6223362622,8.0147324543,0
760,1260,63.2282294881,37.8665251565,8.7747938752,3.6671934478,0
761,1261,63.2303398388,37.8686355073,6.6490284874,5.5186240886,1
762,1262,63.3011774182,37.9394730867,0.5110782785,0.6675169970,0
763,1263,63.3508468144,37.9891424828,7.7221138687,1.2942066078,0
764,1264,63.3571074030,37.9954030714,8.2361640796,2.4540148686,0
765,1265,63.4146327216,38.0529283900,9.4116851808,5.6580448483,0
766,1266,63.4190024505,38.0572981189,8.2413992868,3.3333603157,0
767,1267,63.4508078023,38.0891034708,2.2747001783,6.0341333090,1
768,1268,63.4818949261,38.1201905946,3.2221488139,4.8470768095,1
769,1269,63.5271936001,38.1654892685,9.4922621663,2.8929330231,0
770,1270,63.6580106373,38.2963063057,7.4227702083,1.3283803592,0
771,1271,63.6903951915,38.3286908599,0.1014823336,5.0966984060,1
772,1272,63.7327167077,38.3710123762,6.2825984539,2.8879149256,1
773,1273,63.7422116728,38.3805073413,5.2519432976,5.1612400342,1
774,1274,63.8234638126,38.4617594811,9.4924859212,4.1380840831,0
775,1275,63.8327189399,38.4710146083,6.3069074665,0.5745117299,1
776,1276,63.9429131388,38.5812088073,3.1022405520,1.0707921274,0
777,1277,63.9511392098,38.5894348782,3.0046605933,2.4588734702,0
778,1278,63.9594573253,38.5977529938,9.9840208081,3.3224418672,0
779,1279,63.9707812472,38.6090769156,8.7336314960,4.9472990777,0
780,1280,63.9875439168,38.6258395852,1.0161475545,1.3677462473,0
781,1281,63.9981124243,38.6364080927,4.9363777247,9.4930107265,1
782,1282,64.0081194039,38.6464150724,8.8671467877,2.7925110039,0
783,1283,64.0157239833,38.6540196517,4.8909209839,9.4695365780,1
784,1284,64.0591868830,38.6974825515,2.6218189024,0.8413067067,0
785,1285,64.1243735583,38.7626692267,9.4809115667,8.8467630531,0
786,1286,64.2328591037,38.8711547721,4.8015772352,2.7699983245,1
787,1287,64.2745547227,38.9128503911,4.4691024298,9.5802645897,1
788,1288,64.4796418822,39.1179375506,1.7098352007,3.5410853170,1
789,1289,64.5969218780,39.2352175464,1.9486990838,8.6750942982,0
790,1290,64.7324731858,39.3707688542,1.5461195889,9.0538374018,0
791,1291,64.8272668909,39.4655625594,0.5213961419,3.2377567423,0
792,1292,64.8568606326,39.4951563010,0.4081446648,1.9772167317,0
793,1293,64.9204907707,39.5587864391,9.7186388389,9.0100870661,0
794,1294,64.9350736845,39.5733693530,8.9748104968,7.2114534728,0
795,1295,64.9370150420,39.5753107104,6.8098020522,5.7754736518,0
796,1296,64.9488419830,39.5871376515,9.5493383010,8.2442120523,0
797,1297,65.0428064335,39.6811021019,2.5232054002,0.1349013260,0
798,1298,65.0909498119,39.7292454804,2.8853854249,6.5314787533,1
799,1299,65.0977600257,39.7360556941,4.2322262859,9.7376539601,1
800,1300,65.1165959940,39.7548916624,5.4524491935,9.1108747019,1
801,1301,65.1173479222,39.7556435906,0.0400507789,7.1577007881,0
802,1302,65.1439722865,39.7822679549,7.6591888419,6.7623808075,0
803,1303,65.2465383980,39.8848340664,5.6120956083,5.5962604474,1
804,1304,65.3602694743,39.9985651428,9.8956751221,6.2236856121,0
805,1305,65.4317437218,40.0700393902,9.1344190792,9.0138984725,0
806,1306,65.4669170632,40.1052127316,6.1914705628,9.1081648847,1
807,1307,65.5049581216,40.1432537900,6.8040346672,9.2278950059,0
808,1308,65.6538314753,40.2921271437,8.1811160940,9.4539738158,0
809,1309,65.7563244567,40.3946201251,3.1039037363,5.3524428186,1
810,1310,65.7863310931,40.4246267616,1.9073481393,2.3693687966,0
811,1311,65.8423967078,40.4806923762,7.3961492938,5.2138746336,0
812,1312,65.9002825299,40.5385781983,8.3343587436,5.9495223072,0
813,1313,65.9056446637,40.5439403322,7.0477358370,2.5765085837,0
814,1314,65.9391434797,40.5774391482,1.9859909957,9.5125294027,0
815,1315,65.9498935646,40.5881892330,5.9564276221,2.7590243243,1
816,1316,66.0081055001,40.6464011685,9.7755830414,3.7821814111,0
817,1317,66.0337421152,40.6720377836,5.6303462048,8.6105415552,1
818,1318,66.0625977753,40.7008934438,4.3411921317,7.0078954942,1
819,1319,66.1277053842,40.7660010527,5.3150769230,8.8324332310,1
820,1320,66.1517584902,40.7900541587,8.0162447838,3.9046364038,0
821,1321,66.2136473005,40.8519429690,4.5190182169,4.0713481729,1
822,1322,66.2555596797,40.8938553481,5.0751624798,0.7885896554,1
823,1323,66.2583087297,40.8966043981,5.2729446380,6.7977496758,1
824,1324,66.2801630095,40.9184586779,8.9825484599,2.7913579785,0
825,1325,66.2858004200,40.9240960885,3.6203048649,6.3890564469,1
826,1326,66.3216598617,40.9599555302,7.0107739377,8.0217825656,0
827,1327,66.3298185949,40.9681142634,9.7786065658,9.8971209532,0
828,1328,66.3359887102,40.9742843786,5.3953056837,2.1318004798,1
829,1329,66.3733173708,41.0116130392,2.6529385475,2.3873352337,0
830,1330,66.4658754948,41.1041711633,4.9216445674,2.3071987920,1
831,1331,66.5312262127,41.1695218812,0.7822125523,5.6054428454,1
832,1332,66.5418197191,41.1801153876,1.2150636472,8.1298287414,0
833,1333,66.5853829814,41.2236786498,7.3301266227,0.1577108181,0
834,1334,66.6040689594,41.2423646279,5.9189159216,0.4148761736,1
835,1335,66.6185227580,41.2568184264,4.2343611816,9.5671063972,1
836,1336,66.6243111946,41.2626068630,0.3832811677,8.3038575706,0
837,1337,66.6569239784,41.2952196468,3.4100977023,0.2827108078,1
838,1338,66.6707583525,41.3090540210,0.3390416101,2.5464664554,0
839,1339,66.6805731180,41.3188687864,2.2924741034,0.1306603996,0
840,1340,66.6873822210,41.3256778895,6.5044502573,3.5552269162,1
841,1341,66.7171231283,41.3554187968,9.3006292111,9.9548541622,0
842,1342,66.7215555689,41.3598512373,1.1401461406,3.4025846214,1
843,1343,66.7401064749,41.3784021433,5.6737562755,4.6960293964,1
844,1344,66.7823616794,41.4206573479,0.8950936627,1.6380740582,0
845,1345,66.8131173164,41.4514129848,0.9247600006,3.9392380088,1
846,1346,66.8434063661,41.4817020345,2.4256421170,0.5946212642,0
847,1347,66.9732785391,41.6115742075,7.6841853797,1.2922943025,0
848,1348,67.0062574452,41.6445531136,7.5326453557,1.6386152556,0
849,1349,67.0837760731,41.7220717415,9.6945182983,9.2553012044,0
850,1350,67.1922169144,41.8305125829,1.3329008433,3.1614286658,0
851,1351,67.2652183207,41.9035139891,1.9305228282,2.4228092213,0
852,1352,67.2714814473,41.9097771157,2.1905770061,5.0803214548,1
853,1353,67.2871567663,41.9254524347,3.8913758853,7.5140268077,1
854,1354,67.5721946152,42.2104902836,9.9880711209,4.4685564488,0
855,1355,67.5784461578,42.2167418263,9.8730865271,6.3608839418,0
856,1356,67.6574431452,42.2957388136,9.8069135684,8.9050974739,0
857,1357,67.6855800855,42.3238757540,3.2684722639,4.1093489820,1
858,1358,67.7262198207,42.3645154891,2.6904876859,0.5399893284,0
859,1359,67.7449099681,42.3832056366,0.2725893476,5.0490892104,1
860,1360,67.8112720782,42.4495677466,0.9537076071,0.7137275489,0
861,1361,67.8248827760,42.4631784444,3.7473382765,9.7525015378,1
862,1362,67.8556848575,42.4939805259,7.8664663223,8.4185022490,0
863,1363,67.8617725266,42.5000681950,2.3152068462,6.2835294306,1
864,1364,67.8808715759,42.5191672444,2.7237428063,0.0310981579,0
865,1365,67.9131857046,42.5514813730,5.7195311763,8.8371924373,1
866,1366,68.0887054161,42.7270010845,9.6081646366,0.6827149938,0
867,1367,68.1261473799,42.7644430483,3.6194466899,4.8774368813,1
868,1368,68.1343789658,42.7726746342,7.1777204114,5.6329923681,0
869,1369,68.1413936963,42.7796893648,8.2352564124,5.9186353116,0
870,1370,68.1775876793,42.8158833477,7.9356883572,3.9545836465,0
871,1371,68.1976016472,42.8358973157,6.5179509809,5.8134933152,1
872,1372,68.2141724365,42.8524681050,7.9877027343,7.1385357471,0
873,1373,68.2531133501,42.8914090185,2.0664078531,8.8987327696,0
874,1374,68.2679884029,42.9062840713,8.2586845669,9.2413798007,0
875,1375,68.2741937495,42.9124894179,2.7066765401,3.6391213165,1
876,1376,68.3415691444,42.9798648128,6.9577312424,0.1128839868,0
877,1377,68.3443536416,42.9826493100,4.3472910354,6.5530591584,1
878,1378,68.4440423811,43.0823380495,2.7327932184,0.9667521142,0
879,1379,68.4465134515,43.0848091199,1.0016799575,4.6938777490,1
880,1380,68.4919367570,43.1302324255,9.9816172375,1.7284581193,0
881,1381,68.5144747049,43.1527703734,5.5289886465,5.0000891972,1
882,1382,68.5158903019,43.1541859703,2.9888584530,1.6669234627,0
883,1383,68.5315128043,43.1698084728,0.0616201063,3.8209324364,1
884,1384,68.5372071960,43.1755028644,1.9591454929,7.7684324023,0
885,1385,68.5593805210,43.1976761894,2.7920052838,4.6531320651,1
886,1386,68.5755834462,43.2138791146,3.7304491316,5.5085416103,1
