death_index,death_time,x,y
470,79.2292788747,0.8177643501,4.7827527811
471,79.3566788817,3.2866159298,2.1831328148
472,79.3934040710,5.7950121703,3.6930347710
473,79.4211970607,0.7978436457,3.4257990688
474,79.8210707141,3.3221706445,6.0421682192
475,79.9020719391,2.4916672113,6.3501285598
476,79.9762055796,1.8106844174,6.9385968540
477,80.0871430083,4.0362099776,7.5361486378
478,80.1277722340,3.2643460130,2.8039870045
479,80.1544748569,7.1168275337,8.2898321429
480,80.1825534269,2.6782160174,2.9610959578
481,80.4211916002,0.1013435423,6.1928162646
482,80.6246087980,5.4632115252,9.8092850382
483,80.8038605144,4.6126453018,2.6324875640
484,80.9311541144,4.4154819484,7.3471986858
485,81.3399183719,7.4577416403,5.3798182280
486,81.5529823394,5.3691662519,9.8603087735
487,81.6080967052,4.2294020882,9.4126438532
488,81.8779574801,5.5660997732,6.6325787088
489,81.9979828516,5.7899215128,6.4732878084
490,82.1135763048,2.8355490393,6.6476042162
491,82.2959606191,5.3068013367,3.5543094438
492,82.3575709896,4.1143580584,6.1303887483
493,82.4019829607,3.2617759002,3.3981111268
494,82.7871813556,3.8491116178,1.3761164851
495,82.8431385125,5.5470059226,2.3093995919
496,82.9429189313,4.5228125493,9.5297739554
497,83.2461889068,5.7777473727,4.7928653882
498,83.7342142069,6.1409594960,2.4381141770
499,84.1837954922,5.4457652148,5.0528665464
500,84.2002510550,3.6200107538,9.9933436805
501,84.2433801230,5.2836049764,8.6158527682
502,84.4144101143,1.0071380108,4.2129262084
503,84.5667324023,6.0329504053,1.0808433501
504,84.9639645749,3.7887497468,6.2856886362
505,85.0710953599,2.8598778441,6.1566839538
506,85.0798146958,3.1360881627,6.7388815019
507,85.0857594261,3.6029872737,1.8053116473
508,85.1396816543,0.8254216210,4.6188403460
509,85.1477391962,3.0766239160,5.7268334076
510,85.4386891804,4.9875696531,8.1115473988
511,85.4972061106,3.3341864741,7.7505746801
512,85.5145771768,5.3547550440,9.1243910780
513,85.9072676779,3.2859731680,0.1685970891
514,86.5420007995,5.0950523922,5.1999114098
515,87.0507307841,5.4466319798,8.2079997407
516,87.0513074115,5.7834043077,5.1118097739
517,87.0662640144,4.5902599525,7.2414435483
518,87.4955846133,5.9888231726,0.9358635802
519,87.6913785576,8.2639524569,4.3982155684
520,87.8491968317,5.6266390490,9.6338362216
521,88.0521050877,4.4975509277,4.8964707628
522,88.2115603273,4.5150349926,2.2115924761
523,88.3345835146,6.7643146919,9.8986801474
524,88.4546055054,1.4887610813,6.4153530770
525,89.0850403452,3.7486116822,6.5674808864
526,89.1422971641,4.7102060962,2.6626647008
527,89.4249540336,3.3773275508,9.7051807836
528,89.5829862659,3.9296706564,8.3815289171
529,89.8587049018,3.3830764666,7.9697520572
530,89.9217451224,1.9285469674,4.5745515838
531,90.2570334421,5.8457929536,4.7100073277
532,90.3674072915,4.9645341372,9.2748371146
533,90.5821054244,4.1527283650,9.1776937995
534,90.6135011144,6.5537688098,7.0689802166
535,90.8576922092,0.0383352273,5.4997519723
536,91.1485032567,4.7449433258,8.6977503951
537,91.1496474167,1.9975895658,6.1594212391
538,91.4284790542,0.6477605339,5.2025908463
539,91.5698517478,4.3686257820,6.8606796125
540,91.7137422146,0.2833418709,4.3003811041
541,92.3573906579,0.4489077628,5.4027706942
542,92.6893163381,5.9955740092,0.8918835045
543,92.7382707691,5.8984908629,1.5105068286
544,92.8296149229,5.7866992055,4.1128371048
545,92.8551712492,5.0685290827,5.6515808587
546,93.4690876259,6.0285024643,0.2343766149
547,93.5165595369,6.1265153724,5.7901526929
548,93.6165550785,2.9094586912,3.7906648111
549,93.6782468664,4.3817835057,8.5597375681
550,94.4099860723,5.8940609903,5.2188372364
551,95.0408680669,1.1826398183,5.4979355770
552,95.8469353774,3.6288708014,0.2603111365
553,96.2804020357,4.4769593576,0.4652494920
554,97.3594724168,5.9857399381,9.8676376459
555,97.4295600805,4.6158930721,8.3260528573
556,97.5220474552,5.4824055464,8.7480166179
557,97.5665008177,0.0699705014,5.6422498654
558,97.7731682217,4.8383189491,7.7342132043
559,97.8102255570,6.0327375183,0.4815947435
560,97.9189118685,5.0224827157,7.3450321287
561,98.3171176518,3.2845830464,1.0626316188
562,98.4625139732,3.6319145162,7.6012272111
563,98.4882192958,6.8900344435,5.8833589457
564,98.9446139727,2.1036796821,6.7311242190
565,99.3868152381,4.6897779433,6.8249659220
566,99.4061163081,3.7679172769,4.7239252479
567,99.4309746701,1.6508628966,6.0349097115
568,99.5887170664,6.0356635940,1.7837607675
569,99.6905671307,5.0147206059,2.6710984292
570,100.1033099113,4.9450433526,8.9302128762
571,100.2962104015,4.6263714205,9.6778505017
572,100.4483272043,3.4148213807,3.4819675035
573,100.6887678585,1.2455169158,3.4960953705
574,100.7366655588,3.4983355233,4.8112186859
575,100.8745767488,0.2436561678,6.6925715540
576,101.0169370751,0.0635171598,4.1004828342
577,101.1198330109,4.3233926932,5.3163532296
578,101.3275741579,5.9087291849,9.3404860322
579,101.9993859516,4.6306245305,5.3951394835
580,102.0865511252,3.3671572602,7.1182794872
581,102.6147468555,3.8306196854,0.9535859818
582,102.7506357991,3.4447393198,9.6803462437
583,102.8642027537,3.9078415720,9.4720659197
584,103.1866617713,3.7926194800,8.6103041495
585,103.7862010670,2.0750804996,5.5049897616
586,104.1877565530,5.0301896176,9.2759818911
587,104.3236888078,1.5334526487,6.1653673118
588,104.7199074470,5.2702408604,6.8998279337
589,104.7695474893,5.9489041557,9.9547984499
590,104.7826821379,6.2660337163,0.9091632918
591,104.8216277201,4.0392673222,4.6240993315
592,104.8502012602,6.1743604391,4.2751949367
593,104.8954970826,6.0903371464,3.0848373622
594,104.9234663274,5.5090938142,4.2623811571
595,104.9361191674,5.0258406239,3.5286338004
596,105.0150018913,0.6699630315,4.1050345134
597,105.2287300817,5.0667927746,6.5228271875
598,105.3046429589,5.1945091984,1.3726442877
599,105.3243540387,6.7623220031,9.3070895801
600,105.4253874551,4.3504521398,6.3102641068
601,105.9789566301,0.4007396293,5.2507347113
602,106.0494512210,0.1199237404,6.2696288833
